appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,release_year,total_ratings,rating_ratio,owners_mean,genres_text,categories_text,platforms_text,tags_text_clean,developer_encoded
3020,Call of Juarez™,2007-11-08,1,Techland,Techland Publishing,windows,0,Single-player;Multi-player;Steam Trading Cards,Action,Western;Action;FPS,0,793,198,46,60,100000-200000,8.59,2007,991,0.7993951612903226,150000.0,action,single-player multi-player steam trading cards,windows,western fps,14047
3050,Xpand Rally Xtreme,2008-10-08,1,Techland,Techland,windows,0,Single-player;Multi-player,Racing,Racing;Offroad;Simulation,0,71,36,0,0,20000-50000,3.99,2008,107,0.6574074074074074,35000.0,racing,single-player multi-player,windows,offroad,14047
3130,Men of War: Red Tide,2009-11-01,1,1C Entertainment,1C Entertainment;1C-SoftClub,windows,0,Single-player;Steam Cloud,Strategy,Strategy;World War II;RTS,0,294,69,0,0,200000-500000,3.99,2009,363,0.8076923076923077,350000.0,strategy,single-player steam cloud,windows,world war ii rts,45
3170,King's Bounty: Armored Princess,2009-11-19,1,Katauri Interactive,1C Entertainment,windows;mac,0,Single-player;Steam Cloud,RPG;Strategy,RPG;Turn-Based Strategy;Strategy,0,482,53,1422,1429,200000-500000,7.99,2009,535,0.8992537313432836,350000.0,rpg strategy,single-player steam cloud,windows mac,turn-based strategy,7565
3230,Genesis Rising,2007-08-06,1,Metamorf,THQ Nordic,windows,0,Single-player;Multi-player,Strategy,Strategy;Space;Sci-fi,0,30,94,0,0,20000-50000,4.49,2007,124,0.24,35000.0,strategy,single-player multi-player,windows,space sci-fi,8992
3260,Safecracker: The Ultimate Puzzle Adventure,2007-08-29,1,Kheops Studio,HandyGames,windows,0,Single-player,Adventure;Casual,Puzzle;Adventure;Casual,0,256,172,1,1,50000-100000,4.49,2007,428,0.5967365967365967,75000.0,adventure casual,single-player,windows,puzzle,7631
3270,Painkiller Overdose,2007-10-30,1,Mindware Studios,THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;FPS;Shooter,0,429,137,270,270,200000-500000,4.49,2007,566,0.7566137566137566,350000.0,action,single-player multi-player,windows,fps shooter,9162
3330,Zuma Deluxe,2006-08-30,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Match 3;Puzzle,0,437,37,267,267,100000-200000,4.25,2006,474,0.92,150000.0,casual,single-player,windows mac,match 3 puzzle,11074
3410,Heavy Weapon Deluxe,2006-08-30,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Arcade;Action,0,71,28,0,0,20000-50000,4.25,2006,99,0.71,35000.0,casual,single-player,windows,arcade,11074
3480,Peggle Deluxe,2007-03-06,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Puzzle;Arcade,0,1106,66,214,254,200000-500000,4.25,2007,1172,0.9428815004262575,350000.0,casual,single-player,windows mac,puzzle arcade,11074
3483,Peggle Extreme,2007-09-11,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Puzzle;Free to Play,0,707,58,1,1,200000-500000,0.0,2007,765,0.922976501305483,350000.0,casual,single-player,windows,puzzle,11074
3490,Venice Deluxe,2007-06-25,1,"Retro64, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual,0,10,2,0,0,20000-50000,4.25,2007,12,0.7692307692307693,35000.0,casual,single-player,windows,,11775
3500,Mystery P.I.™ - The Lottery Ticket,2007-10-16,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,10,3,0,0,20000-50000,4.25,2007,13,0.7142857142857143,35000.0,casual,single-player,windows,hidden object,13166
3510,Amazing Adventures The Lost Tomb™,2007-12-13,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,21,8,0,0,20000-50000,4.25,2007,29,0.7,35000.0,casual,single-player,windows,hidden object puzzle,13166
3520,Mystery P.I.™ - The Vegas Heist,2008-06-05,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,11,5,0,0,20000-50000,4.25,2008,16,0.6470588235294118,35000.0,casual,single-player,windows,hidden object,13166
3530,Amazing Adventures Around the World,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,23,7,0,0,20000-50000,4.25,2009,30,0.7419354838709677,35000.0,casual,single-player,windows,hidden object puzzle,13166
3540,Peggle™ Nights,2008-10-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Puzzle;Singleplayer,0,368,24,237,237,200000-500000,4.25,2008,392,0.9363867684478372,350000.0,casual,single-player,windows mac,puzzle singleplayer,11074
3560,Bejeweled Twist,2008-11-18,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Strategy;Casual,Casual;Strategy;Match 3,0,98,18,0,0,20000-50000,4.25,2008,116,0.8376068376068376,35000.0,strategy casual,single-player,windows,match 3,11074
3570,Mystery P.I.™ - The New York Fortune,2009-01-28,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,8,5,0,0,20000-50000,4.25,2009,13,0.5714285714285714,35000.0,casual,single-player,windows,hidden object,13166
3580,The Wizard's Pen™,2009-02-18,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,15,3,0,0,20000-50000,4.25,2009,18,0.7894736842105263,35000.0,casual,single-player,windows,hidden object,11074
3590,Plants vs. Zombies GOTY Edition,2009-05-05,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Strategy,Tower Defense;Zombies;Strategy,21,14630,454,480,374,1000000-2000000,4.25,2009,15084,0.9698375870069605,1500000.0,strategy,single-player steam achievements,windows mac,tower defense zombies,11074
3600,Escape Rosecliff Island,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,97,57,0,0,50000-100000,4.25,2009,154,0.6258064516129033,75000.0,casual,single-player,windows mac,hidden object puzzle,13166
3610,Mystery P.I. - Lost in Los Angeles,2009-07-27,1,SpinTop Games,"PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Hidden Object,0,8,3,0,0,20000-50000,4.25,2009,11,0.6666666666666666,35000.0,casual,single-player,windows,hidden object,13166
3620,Zuma's Revenge!,2009-09-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player;Steam Achievements;Stats,Action;Casual,Casual;Action;Match 3,14,435,28,0,0,100000-200000,4.25,2009,463,0.9375,150000.0,action casual,single-player steam achievements stats,windows,match 3,11074
3700,Sniper Elite,2009-07-16,1,Rebellion,Rebellion,windows,0,Single-player;Steam Trading Cards,Action,Action;Sniper;Stealth,0,1181,377,262,371,500000-1000000,5.59,2009,1558,0.7575368826170622,750000.0,action,single-player steam trading cards,windows,sniper stealth,11589
3710,Judge Dredd: Dredd vs. Death,2009-03-26,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op,Action,Action;FPS;First-Person,0,559,79,8,8,50000-100000,5.59,2009,638,0.8748043818466353,75000.0,action,single-player multi-player co-op,windows,fps first-person,11589
3720,Evil Genius,2009-06-22,1,Elixir Studios,Rebellion,windows,0,Single-player,Strategy,Base-Building;Strategy;Villain Protagonist,0,1847,95,287,318,200000-500000,6.99,2009,1942,0.950591868244982,350000.0,strategy,single-player,windows,base-building villain protagonist,4402
3730,Aliens versus Predator Classic 2000,2010-01-15,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player,Action,FPS;Action;Classic,0,1434,219,20,24,200000-500000,3.99,2010,1653,0.8669891172914147,350000.0,action,single-player multi-player,windows,fps classic,11589
3800,Advent Rising,2006-09-14,1,GlyphX Games,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;Sci-fi;Story Rich,0,260,71,0,0,50000-100000,7.19,2006,331,0.7831325301204819,75000.0,action,single-player steam trading cards,windows,sci-fi story rich,5797
3810,BloodRayne,2006-09-14,1,Terminal Reality,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;Vampire;Female Protagonist,0,369,110,111,111,50000-100000,6.99,2006,479,0.76875,75000.0,action,single-player steam trading cards,windows,vampire female protagonist,14101
3820,BloodRayne 2,2006-09-14,1,Terminal Reality,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;Vampire;Female Protagonist,0,259,103,771,771,50000-100000,6.99,2006,362,0.7134986225895317,75000.0,action,single-player steam trading cards,windows,vampire female protagonist,14101
3830,Psychonauts,2006-10-11,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Platformer;Comedy;Adventure,37,8204,456,491,232,2000000-5000000,6.99,2006,8660,0.9472347304006465,3500000.0,action,single-player steam achievements steam trading cards partial controller support steam cloud,windows mac linux,platformer comedy,3970
3900,Sid Meier's Civilization® IV,2006-10-25,1,Firaxis Games,2K,windows;mac,0,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0,1394,129,49,64,1000000-2000000,9.99,2006,1523,0.9146981627296588,1500000.0,strategy,single-player multi-player includes level editor,windows mac,turn-based strategy turn-based,4933
3910,Sid Meier's Civilization® III Complete,2006-10-25,1,Firaxis Games,2K,windows,0,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0,2578,405,1166,13,2000000-5000000,2.99,2006,2983,0.863941018766756,3500000.0,strategy,single-player multi-player includes level editor,windows,turn-based strategy turn-based,4933
3920,Sid Meier's Pirates!,2005-07-11,1,Firaxis Games,2K,windows,0,Single-player,RPG,Pirates;Open World;RPG,0,2641,193,296,436,500000-1000000,5.99,2005,2834,0.9315696649029982,750000.0,rpg,single-player,windows,pirates open world,4933
3960,Shattered Union,2006-10-25,1,PopTop,2K,windows,0,Single-player;Multi-player,Strategy,Strategy;Turn-Based Strategy,0,39,49,0,0,20000-50000,2.99,2006,88,0.43820224719101125,35000.0,strategy,single-player multi-player,windows,turn-based strategy,11076
3980,CivCity: Rome,2007-04-06,1,FireFly Studios;Firaxis Games,2K,windows,0,Single-player,Strategy,Strategy;City Builder;Simulation,0,184,65,0,0,50000-100000,5.99,2007,249,0.736,75000.0,strategy,single-player,windows,city builder,4945
3990,Civilization IV®: Warlords,2007-04-06,1,Firaxis Games,2K,windows;mac,0,Single-player,Strategy,Strategy;Turn-Based;4X,0,121,20,0,0,1000000-2000000,2.99,2007,141,0.852112676056338,1500000.0,strategy,single-player,windows mac,turn-based 4x,4933
4000,Garry's Mod,2006-11-29,1,Facepunch Studios,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation,Sandbox;Multiplayer;Funny,29,363721,16433,12422,1875,10000000-20000000,6.99,2006,380154,0.9567702647604267,15000000.0,indie simulation,single-player multi-player co-op cross-platform multiplayer steam achievements steam trading cards captions available steam workshop steam cloud valve anti-cheat enabled includes level editor,windows mac linux,sandbox multiplayer funny,4759
4100,Poker Superstars II,2006-10-05,1,Funkitron,Funkitron,windows,0,Single-player,Casual;Strategy;Indie,Card Game,0,4,5,0,0,0-20000,5.99,2006,9,0.4,10000.0,casual strategy indie,single-player,windows,card game,5330
4230,RACE - The WTCC Game,2006-11-24,1,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing,Racing;Simulation,0,119,43,0,0,200000-500000,25.99,2006,162,0.7300613496932515,350000.0,racing,single-player multi-player,windows,,12723
4290,RACE: Caterham Expansion,2007-06-22,1,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing,Racing;Simulation,0,4,2,0,0,0-20000,3.99,2007,6,0.5714285714285714,10000.0,racing,single-player multi-player,windows,,12723
4300,RoboBlitz,2006-11-07,1,Naked Sky Entertainment,Naked Sky Entertainment,windows,0,Single-player;Partial Controller Support;Includes level editor,Action;Indie,Action;Indie;Puzzle,0,43,14,78,78,20000-50000,5.99,2006,57,0.7413793103448276,35000.0,action indie,single-player partial controller support includes level editor,windows,puzzle,9578
4420,Silverfall,2007-03-20,1,Monte Cristo,Focus Home Interactive,windows,0,Single-player,RPG,RPG;Hack and Slash;Action RPG,0,57,36,0,0,20000-50000,7.99,2007,93,0.6063829787234043,35000.0,rpg,single-player,windows,hack and slash action rpg,9316
4460,City Life 2008,2008-09-29,1,Monte Cristo,Focus Home Interactive,windows,0,Single-player,Simulation;Strategy,Simulation;Strategy;City Builder,0,77,41,0,0,20000-50000,6.99,2008,118,0.6470588235294118,35000.0,simulation strategy,single-player,windows,city builder,9316
4470,Silverfall: Earth Awakening,2008-07-18,1,Monte Cristo,Focus Home Interactive,windows,0,Single-player;Multi-player,RPG,RPG;Hack and Slash;Action RPG,0,31,17,0,0,20000-50000,7.99,2008,48,0.6326530612244898,35000.0,rpg,single-player multi-player,windows,hack and slash action rpg,9316
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,1,GSC Game World,GSC Game World,windows,0,Single-player;Multi-player,Action;RPG,Atmospheric;Post-apocalyptic;Open World,0,11039,570,493,360,1000000-2000000,9.99,2007,11609,0.9508182601205857,1500000.0,action rpg,single-player multi-player,windows,atmospheric post-apocalyptic open world,5444
4520,Full Spectrum Warrior,2007-07-17,1,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,0,106,60,124,244,100000-200000,7.99,2007,166,0.6347305389221557,150000.0,action strategy,single-player multi-player co-op,windows,tactical,10478
4530,Full Spectrum Warrior: Ten Hammers,2007-07-17,1,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,0,76,38,1,1,100000-200000,4.99,2007,114,0.6608695652173913,150000.0,action strategy,single-player multi-player co-op,windows,tactical,10478
4560,Company of Heroes - Legacy Edition,2007-07-17,1,Relic Entertainment,SEGA,windows,18,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy,Strategy;RTS;World War II,0,4772,320,175,186,2000000-5000000,0.0,2007,5092,0.9369723149420773,3500000.0,violent action strategy,single-player multi-player steam trading cards steam workshop steam cloud,windows,rts world war ii,11720
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2007-08-07,1,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS,0,3485,206,309,340,1000000-2000000,9.99,2007,3691,0.9439328277356447,1500000.0,strategy,single-player multi-player steam trading cards steam cloud,windows,warhammer 40k rts,11720
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2007-08-07,1,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS,0,2849,133,543,620,1000000-2000000,9.99,2007,2982,0.9550787797519276,1500000.0,strategy,single-player multi-player steam cloud,windows,warhammer 40k rts,11720
4700,Total War: MEDIEVAL II – Definitive Edition,2006-11-15,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Medieval;Historical,0,10270,605,469,361,2000000-5000000,0.0,2006,10875,0.9442809856564913,3500000.0,strategy,single-player multi-player steam trading cards,windows mac linux,medieval historical,2331
4720,Condemned: Criminal Origins,2012-10-29,1,Monolith,SEGA,windows,18,Single-player,Action,Horror;Action;Atmospheric,0,1243,221,312,312,200000-500000,9.99,2012,1464,0.8484641638225257,350000.0,action,single-player,windows,horror atmospheric,9300
4760,Rome: Total War™ - Collection,2007-08-28,1,CREATIVE ASSEMBLY,SEGA,windows,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Historical;Rome,0,7806,562,897,1192,1000000-2000000,8.99,2007,8368,0.9327279244832118,1500000.0,strategy,single-player multi-player steam trading cards,windows,historical rome,2328
4770,Rome: Total War™ - Alexander,2007-08-28,1,The Creative Assembly,SEGA,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Historical,0,331,131,33,33,500000-1000000,8.99,2007,462,0.714902807775378,750000.0,strategy,single-player multi-player,windows,rts historical,14168
